transaction_date,external_store_id,external_product_id,total_daily_quantity,season_category,holiday_event,aisle
2023-09-15,4,3,3.0,Rainy,None,Produce
2023-09-15,8,1,5.0,Rainy,None,Health & Wellness
2023-09-16,5,5,3.0,Rainy,None,Snacks & Candy
2023-09-16,7,1,3.0,Rainy,None,Beverages
2023-09-16,7,7,5.0,Rainy,None,Dairy
2023-09-16,9,13,2.0,Rainy,None,Dairy
2023-09-16,9,17,3.0,Rainy,None,Frozen Foods
2023-09-17,7,5,4.0,Rainy,None,Dairy
2023-09-18,8,5,5.0,Rainy,None,Dairy
2023-09-19,2,15,1.0,Rainy,None,Household Items
2023-09-19,4,12,1.0,Rainy,None,Snacks & Candy
2023-09-20,2,8,5.0,Rainy,None,Canned Goods
2023-09-20,3,18,5.0,Rainy,None,Snacks & Candy
2023-09-21,7,17,4.0,Rainy,None,Produce
2023-09-22,5,6,5.0,Rainy,None,Produce
2023-09-23,1,18,4.0,Rainy,None,Produce
2023-09-23,2,3,3.0,Rainy,None,Canned Goods
2023-09-23,5,12,3.0,Rainy,None,Produce
2023-09-23,5,14,3.0,Rainy,None,Dairy
2023-09-23,6,3,2.0,Rainy,None,Health & Wellness
2023-09-23,7,10,2.0,Rainy,None,Beverages
2023-09-23,8,11,3.0,Rainy,None,Dairy
2023-09-24,4,13,1.0,Rainy,None,Frozen Foods
2023-09-24,5,13,1.0,Rainy,None,Dairy
2023-09-24,6,2,4.0,Rainy,None,Meat & Seafood
2023-09-25,1,14,1.0,Rainy,None,Meat & Seafood
2023-09-25,4,11,1.0,Rainy,None,Dairy
2023-09-25,8,2,1.0,Rainy,None,Beverages
2023-09-25,8,18,2.0,Rainy,None,Canned Goods
2023-09-27,2,15,5.0,Rainy,None,Bakery
2023-09-27,4,5,3.0,Rainy,None,Personal Care
2023-09-27,5,17,4.0,Rainy,None,Personal Care
2023-09-27,6,1,1.0,Rainy,None,Meat & Seafood
2023-09-28,2,14,5.0,Rainy,None,Bakery
2023-09-28,2,18,2.0,Rainy,None,Personal Care
2023-09-28,5,17,3.0,Rainy,None,Snacks & Candy
2023-09-28,9,9,1.0,Rainy,None,Bakery
2023-09-29,2,15,2.0,Rainy,None,Meat & Seafood
2023-09-29,4,17,1.0,Rainy,None,Frozen Foods
2023-09-29,6,18,5.0,Rainy,None,Canned Goods
2023-09-29,7,15,2.0,Rainy,None,Frozen Foods
2023-09-29,9,13,3.0,Rainy,None,Frozen Foods
2023-09-30,2,17,4.0,Rainy,None,Produce
2023-09-30,9,4,4.0,Rainy,None,Beverages
2023-10-01,3,1,4.0,Rainy,None,Dairy
2023-10-01,4,8,3.0,Rainy,None,Canned Goods
2023-10-01,6,4,3.0,Rainy,None,Snacks & Candy
2023-10-01,8,13,1.0,Rainy,None,Frozen Foods
2023-10-02,1,16,2.0,Rainy,None,Personal Care
2023-10-02,5,9,5.0,Rainy,None,Beverages
2023-10-03,1,3,3.0,Rainy,None,Frozen Foods
2023-10-03,8,6,2.0,Rainy,None,Snacks & Candy
2023-10-03,9,12,4.0,Rainy,None,Household Items
2023-10-03,9,17,1.0,Rainy,None,Bakery
2023-10-04,2,2,2.0,Rainy,None,Health & Wellness
2023-10-04,3,5,4.0,Rainy,None,Canned Goods
2023-10-04,4,12,4.0,Rainy,None,Produce
2023-10-04,5,10,5.0,Rainy,None,Household Items
2023-10-04,7,7,4.0,Rainy,None,Bakery
2023-10-05,2,13,4.0,Rainy,None,Frozen Foods
2023-10-05,2,17,1.0,Rainy,None,Snacks & Candy
2023-10-05,5,14,1.0,Rainy,None,Bakery
2023-10-05,6,10,5.0,Rainy,None,Beverages
2023-10-06,2,12,2.0,Rainy,None,Bakery
2023-10-06,7,13,4.0,Rainy,None,Bakery
2023-10-07,1,14,5.0,Rainy,None,Meat & Seafood
2023-10-07,4,18,1.0,Rainy,None,Personal Care
2023-10-07,5,5,5.0,Rainy,None,Frozen Foods
2023-10-07,6,10,1.0,Rainy,None,Bakery
2023-10-07,9,9,2.0,Rainy,None,Personal Care
2023-10-08,5,13,4.0,Rainy,None,Dairy
2023-10-08,8,8,4.0,Rainy,None,Personal Care
2023-10-09,2,4,5.0,Rainy,None,Frozen Foods
2023-10-09,7,13,5.0,Rainy,None,Bakery
2023-10-10,2,2,3.0,Rainy,None,Beverages
2023-10-10,7,1,1.0,Rainy,None,Frozen Foods
2023-10-10,9,15,5.0,Rainy,None,Household Items
2023-10-11,5,4,5.0,Rainy,None,Personal Care
2023-10-12,1,14,2.0,Rainy,None,Canned Goods
2023-10-12,3,11,5.0,Rainy,None,Frozen Foods
2023-10-12,5,6,1.0,Rainy,None,Frozen Foods
2023-10-12,8,4,3.0,Rainy,None,Produce
2023-10-12,9,15,4.0,Rainy,None,Meat & Seafood
2023-10-13,1,5,5.0,Rainy,None,Canned Goods
2023-10-13,7,6,1.0,Rainy,None,Meat & Seafood
2023-10-13,8,6,4.0,Rainy,None,Meat & Seafood
2023-10-13,8,8,4.0,Rainy,None,Snacks & Candy
2023-10-14,4,4,2.0,Rainy,None,Bakery
2023-10-14,6,11,5.0,Rainy,None,Bakery
2023-10-15,3,15,4.0,Rainy,None,Snacks & Candy
2023-10-15,5,15,2.0,Rainy,None,Frozen Foods
2023-10-16,1,4,2.0,Rainy,None,Beverages
2023-10-16,3,5,5.0,Rainy,None,Produce
2023-10-16,3,11,2.0,Rainy,None,Beverages
2023-10-16,3,17,4.0,Rainy,None,Personal Care
2023-10-16,7,17,1.0,Rainy,None,Health & Wellness
2023-10-17,2,4,4.0,Rainy,None,Frozen Foods
2023-10-17,3,16,3.0,Rainy,None,Bakery
2023-10-17,5,10,1.0,Rainy,None,Canned Goods
2023-10-17,6,17,5.0,Rainy,None,Produce
2023-10-17,7,16,3.0,Rainy,None,Snacks & Candy
2023-10-17,9,8,4.0,Rainy,None,Household Items
2023-10-18,1,6,3.0,Rainy,None,Produce
2023-10-18,1,18,5.0,Rainy,None,Beverages
2023-10-18,3,1,1.0,Rainy,None,Personal Care
2023-10-18,3,15,5.0,Rainy,None,Snacks & Candy
2023-10-18,3,17,1.0,Rainy,None,Produce
2023-10-18,4,11,4.0,Rainy,None,Beverages
2023-10-18,5,2,1.0,Rainy,None,Frozen Foods
2023-10-18,5,4,4.0,Rainy,None,Snacks & Candy
2023-10-18,7,2,2.0,Rainy,None,Frozen Foods
2023-10-18,7,5,4.0,Rainy,None,Dairy
2023-10-18,9,3,3.0,Rainy,None,Personal Care
2023-10-19,2,2,4.0,Rainy,None,Dairy
2023-10-19,5,18,2.0,Rainy,None,Dairy
2023-10-21,4,9,5.0,Rainy,None,Meat & Seafood
2023-10-21,5,12,5.0,Rainy,None,Personal Care
2023-10-21,9,6,2.0,Rainy,None,Canned Goods
2023-10-21,9,14,5.0,Rainy,None,Meat & Seafood
2023-10-22,3,3,3.0,Rainy,None,Health & Wellness
2023-10-23,3,8,5.0,Rainy,None,Personal Care
2023-10-23,3,9,5.0,Rainy,None,Health & Wellness
2023-10-23,7,16,1.0,Rainy,None,Snacks & Candy
2023-10-24,8,7,2.0,Rainy,None,Produce
2023-10-24,9,9,1.0,Rainy,None,Meat & Seafood
2023-10-25,1,5,5.0,Rainy,None,Dairy
2023-10-25,1,13,2.0,Rainy,None,Personal Care
2023-10-25,2,2,1.0,Rainy,None,Bakery
2023-10-25,4,13,2.0,Rainy,None,Canned Goods
2023-10-25,6,5,4.0,Rainy,None,Health & Wellness
2023-10-26,9,1,4.0,Rainy,None,Canned Goods
2023-10-26,9,16,4.0,Rainy,None,Household Items
2023-10-26,9,17,5.0,Rainy,None,Frozen Foods
2023-10-27,3,16,4.0,Rainy,None,Household Items
2023-10-27,7,7,1.0,Rainy,None,Frozen Foods
2023-10-28,2,9,1.0,Rainy,None,Beverages
2023-10-28,6,14,2.0,Rainy,None,Frozen Foods
2023-10-28,9,17,4.0,Rainy,None,Frozen Foods
2023-10-29,3,2,5.0,Rainy,None,Snacks & Candy
2023-10-30,5,2,4.0,Rainy,None,Household Items
2023-10-30,7,10,1.0,Rainy,None,Dairy
2023-10-31,7,11,3.0,Rainy,None,Snacks & Candy
2023-11-01,4,14,4.0,Rainy,None,Frozen Foods
2023-11-01,5,8,3.0,Rainy,None,Produce
2023-11-01,8,3,5.0,Rainy,None,Beverages
2023-11-02,1,3,3.0,Rainy,None,Meat & Seafood
2023-11-02,8,3,3.0,Rainy,None,Frozen Foods
2023-11-03,4,4,3.0,Rainy,None,Personal Care
2023-11-03,5,2,3.0,Rainy,None,Frozen Foods
2023-11-04,6,11,3.0,Rainy,None,Beverages
2023-11-04,7,3,1.0,Rainy,None,Canned Goods
2023-11-04,8,8,1.0,Rainy,None,Produce
2023-11-05,1,17,2.0,Rainy,None,Canned Goods
2023-11-05,3,17,4.0,Rainy,None,Snacks & Candy
2023-11-05,5,5,4.0,Rainy,None,Personal Care
2023-11-05,6,1,2.0,Rainy,None,Snacks & Candy
2023-11-05,6,16,5.0,Rainy,None,Personal Care
2023-11-07,1,13,3.0,Rainy,None,Bakery
2023-11-07,2,9,5.0,Rainy,None,Dairy
2023-11-07,4,18,2.0,Rainy,None,Meat & Seafood
2023-11-07,8,6,2.0,Rainy,None,Snacks & Candy
2023-11-08,6,13,2.0,Rainy,None,Canned Goods
2023-11-08,7,6,4.0,Rainy,None,Household Items
2023-11-09,1,7,1.0,Rainy,None,Produce
2023-11-09,3,1,1.0,Rainy,None,Household Items
2023-11-09,3,17,2.0,Rainy,None,Canned Goods
2023-11-09,8,13,1.0,Rainy,None,Dairy
2023-11-09,9,9,5.0,Rainy,None,Personal Care
2023-11-10,1,14,2.0,Rainy,None,Personal Care
2023-11-12,9,6,2.0,Rainy,None,Produce
2023-11-12,9,18,1.0,Rainy,None,Dairy
2023-11-13,2,13,1.0,Rainy,None,Beverages
2023-11-13,3,14,5.0,Rainy,None,Bakery
2023-11-13,4,12,5.0,Rainy,None,Frozen Foods
2023-11-13,8,5,3.0,Rainy,None,Meat & Seafood
2023-11-14,4,18,5.0,Rainy,None,Dairy
2023-11-14,6,6,1.0,Rainy,None,Dairy
2023-11-15,7,14,4.0,Rainy,None,Canned Goods
2023-11-15,8,14,2.0,Rainy,None,Produce
2023-11-16,2,6,2.0,Rainy,None,Produce
2023-11-17,1,6,4.0,Rainy,None,Dairy
2023-11-17,1,9,5.0,Rainy,None,Meat & Seafood
2023-11-17,5,8,2.0,Rainy,None,Snacks & Candy
2023-11-17,9,8,1.0,Rainy,None,Frozen Foods
2023-11-18,1,11,5.0,Rainy,None,Dairy
2023-11-18,1,15,1.0,Rainy,None,Produce
2023-11-18,5,3,5.0,Rainy,None,Snacks & Candy
2023-11-20,3,4,5.0,Rainy,None,Household Items
2023-11-20,4,2,2.0,Rainy,None,Meat & Seafood
2023-11-20,4,18,2.0,Rainy,None,Snacks & Candy
2023-11-20,5,15,3.0,Rainy,None,Beverages
2023-11-20,8,7,3.0,Rainy,None,Beverages
2023-11-20,9,17,3.0,Rainy,None,Bakery
2023-11-21,1,10,4.0,Rainy,None,Frozen Foods
2023-11-21,3,6,5.0,Rainy,None,Bakery
2023-11-21,3,18,1.0,Rainy,None,Household Items
2023-11-21,4,1,4.0,Rainy,None,Household Items
2023-11-21,6,8,3.0,Rainy,None,Health & Wellness
2023-11-22,1,2,5.0,Rainy,None,Beverages
2023-11-23,2,3,4.0,Rainy,None,Bakery
2023-11-23,2,7,1.0,Rainy,None,Snacks & Candy
2023-11-23,4,8,2.0,Rainy,None,Health & Wellness
2023-11-23,7,18,5.0,Rainy,None,Beverages
2023-11-23,9,4,1.0,Rainy,None,Produce
2023-11-23,9,5,3.0,Rainy,None,Household Items
2023-11-23,9,13,5.0,Rainy,None,Dairy
2023-11-24,5,10,5.0,Rainy,None,Personal Care
2023-11-25,6,10,4.0,Rainy,None,Personal Care
2023-11-28,1,1,5.0,Rainy,None,Personal Care
2023-11-28,3,17,5.0,Rainy,None,Snacks & Candy
2023-11-28,8,18,4.0,Rainy,None,Produce
2023-11-29,2,17,2.0,Rainy,None,Snacks & Candy
2023-11-29,6,3,4.0,Rainy,None,Beverages
2023-11-29,9,8,1.0,Rainy,None,Personal Care
2023-11-30,4,6,5.0,Rainy,None,Canned Goods
2023-11-30,9,9,5.0,Rainy,None,Canned Goods
2023-12-01,4,12,3.0,Rainy,None,Beverages
2023-12-01,9,7,1.0,Rainy,None,Beverages
2023-12-02,4,3,2.0,Rainy,None,Health & Wellness
2023-12-02,5,1,4.0,Rainy,None,Produce
2023-12-02,5,17,1.0,Rainy,None,Household Items
2023-12-02,6,14,1.0,Rainy,None,Bakery
2023-12-03,2,3,4.0,Rainy,None,Snacks & Candy
2023-12-03,4,1,3.0,Rainy,None,Household Items
2023-12-04,4,18,5.0,Rainy,None,Beverages
2023-12-04,9,17,2.0,Rainy,None,Frozen Foods
2023-12-05,2,11,5.0,Rainy,None,Personal Care
2023-12-05,4,18,1.0,Rainy,None,Personal Care
2023-12-05,6,16,4.0,Rainy,None,Meat & Seafood
2023-12-05,9,14,4.0,Rainy,None,Snacks & Candy
2023-12-06,1,14,3.0,Rainy,None,Beverages
2023-12-06,6,9,3.0,Rainy,None,Bakery
2023-12-07,3,2,2.0,Rainy,None,Beverages
2023-12-07,5,10,4.0,Rainy,None,Canned Goods
2023-12-07,5,13,1.0,Rainy,None,Personal Care
2023-12-07,6,13,4.0,Rainy,None,Canned Goods
2023-12-08,9,9,1.0,Rainy,None,Frozen Foods
2023-12-09,8,6,4.0,Rainy,None,Meat & Seafood
2023-12-10,5,3,1.0,Rainy,None,Household Items
2023-12-10,8,17,4.0,Rainy,None,Personal Care
2023-12-11,1,3,2.0,Rainy,None,Dairy
2023-12-11,4,18,4.0,Rainy,None,Beverages
2023-12-11,5,2,5.0,Rainy,None,Personal Care
2023-12-12,7,3,2.0,Rainy,None,Frozen Foods
2023-12-12,8,12,2.0,Rainy,None,Meat & Seafood
2023-12-12,9,9,1.0,Rainy,None,Dairy
2023-12-13,1,10,3.0,Rainy,None,Produce
2023-12-13,7,3,3.0,Rainy,None,Meat & Seafood
2023-12-14,2,2,4.0,Rainy,None,Dairy
2023-12-14,2,18,2.0,Rainy,None,Personal Care
2023-12-14,4,1,4.0,Rainy,None,Produce
2023-12-14,5,18,2.0,Rainy,None,Dairy
2023-12-14,6,10,3.0,Rainy,None,Snacks & Candy
2023-12-15,2,15,2.0,Rainy,None,Personal Care
2023-12-15,3,10,2.0,Rainy,None,Health & Wellness
2023-12-15,5,17,4.0,Rainy,None,Personal Care
2023-12-15,7,8,4.0,Rainy,None,Produce
2023-12-16,2,9,2.0,Rainy,None,Dairy
2023-12-16,6,16,2.0,Rainy,None,Personal Care
2023-12-16,7,5,5.0,Rainy,None,Meat & Seafood
2023-12-17,4,7,1.0,Rainy,None,Frozen Foods
2023-12-17,5,14,3.0,Rainy,None,Canned Goods
2023-12-17,9,6,3.0,Rainy,None,Health & Wellness
2023-12-20,2,5,5.0,Rainy,None,Health & Wellness
2023-12-21,1,12,3.0,Rainy,None,Meat & Seafood
2023-12-21,1,16,4.0,Rainy,None,Bakery
2023-12-21,5,10,1.0,Rainy,None,Meat & Seafood
2023-12-22,3,11,3.0,Rainy,None,Beverages
2023-12-22,8,17,5.0,Rainy,None,Beverages
2023-12-23,4,9,5.0,Rainy,None,Personal Care
2023-12-24,3,18,1.0,Rainy,None,Bakery
2023-12-24,4,12,2.0,Rainy,None,Household Items
2023-12-24,5,12,3.0,Rainy,None,Snacks & Candy
2023-12-24,8,6,5.0,Rainy,None,Health & Wellness
2023-12-25,2,9,5.0,Rainy,None,Frozen Foods
2023-12-25,2,16,1.0,Rainy,None,Meat & Seafood
2023-12-25,8,16,5.0,Rainy,None,Personal Care
2023-12-26,3,10,3.0,Rainy,None,Bakery
2023-12-26,3,18,2.0,Rainy,None,Canned Goods
2023-12-27,5,18,5.0,Rainy,None,Health & Wellness
2023-12-28,6,17,2.0,Rainy,None,Canned Goods
2023-12-28,9,13,1.0,Rainy,None,Bakery
2023-12-29,6,9,4.0,Rainy,None,Canned Goods
2023-12-29,7,3,2.0,Rainy,None,Health & Wellness
2023-12-30,4,4,5.0,Rainy,None,Produce
2023-12-30,6,13,1.0,Rainy,None,Health & Wellness
2023-12-31,1,11,5.0,Rainy,None,Meat & Seafood
2023-12-31,4,13,2.0,Rainy,None,Produce
2024-01-01,4,14,3.0,Dry,None,Health & Wellness
2024-01-01,4,17,1.0,Dry,None,Frozen Foods
2024-01-01,8,15,5.0,Dry,None,Bakery
2024-01-02,1,5,3.0,Dry,None,Bakery
2024-01-02,3,15,2.0,Dry,None,Bakery
2024-01-03,2,5,3.0,Dry,None,Bakery
2024-01-03,4,7,3.0,Dry,None,Beverages
2024-01-03,7,13,3.0,Dry,None,Health & Wellness
2024-01-03,9,8,1.0,Dry,None,Household Items
2024-01-04,3,7,3.0,Dry,None,Snacks & Candy
2024-01-06,3,18,5.0,Dry,None,Household Items
2024-01-07,7,8,1.0,Dry,None,Canned Goods
2024-01-07,8,3,1.0,Dry,None,Meat & Seafood
2024-01-08,2,1,3.0,Dry,None,Personal Care
2024-01-08,4,18,2.0,Dry,None,Beverages
2024-01-09,3,8,5.0,Dry,None,Beverages
2024-01-09,7,5,2.0,Dry,None,Frozen Foods
2024-01-10,5,10,4.0,Dry,None,Meat & Seafood
2024-01-11,1,2,5.0,Dry,None,Canned Goods
2024-01-11,2,16,3.0,Dry,None,Snacks & Candy
2024-01-11,7,7,1.0,Dry,None,Bakery
2024-01-12,1,17,5.0,Dry,None,Frozen Foods
2024-01-12,2,12,4.0,Dry,None,Frozen Foods
2024-01-12,3,13,3.0,Dry,None,Bakery
2024-01-13,4,9,3.0,Dry,None,Beverages
2024-01-13,9,11,1.0,Dry,None,Household Items
2024-01-14,5,15,4.0,Dry,None,Household Items
2024-01-17,5,9,1.0,Dry,None,Canned Goods
2024-01-17,6,4,5.0,Dry,None,Bakery
2024-01-17,8,12,1.0,Dry,None,Bakery
2024-01-18,6,14,2.0,Dry,None,Beverages
2024-01-18,8,9,3.0,Dry,None,Canned Goods
2024-01-18,8,11,3.0,Dry,None,Beverages
2024-01-19,3,18,2.0,Dry,None,Bakery
2024-01-19,7,11,5.0,Dry,None,Snacks & Candy
2024-01-19,7,15,2.0,Dry,None,Dairy
2024-01-20,1,2,3.0,Dry,None,Beverages
2024-01-20,1,9,5.0,Dry,None,Snacks & Candy
2024-01-20,1,11,4.0,Dry,None,Personal Care
2024-01-20,2,12,5.0,Dry,None,Health & Wellness
2024-01-20,9,8,2.0,Dry,None,Household Items
2024-01-21,3,7,3.0,Dry,None,Dairy
2024-01-21,5,8,3.0,Dry,None,Household Items
2024-01-21,6,14,1.0,Dry,None,Personal Care
2024-01-21,7,17,1.0,Dry,None,Frozen Foods
2024-01-21,8,12,1.0,Dry,None,Household Items
2024-01-22,5,1,3.0,Dry,None,Snacks & Candy
2024-01-22,9,13,3.0,Dry,None,Household Items
2024-01-23,9,1,4.0,Dry,None,Produce
2024-01-24,7,5,1.0,Dry,None,Snacks & Candy
2024-01-24,8,1,2.0,Dry,None,Snacks & Candy
2024-01-25,7,17,1.0,Dry,None,Beverages
2024-01-26,4,17,4.0,Dry,None,Bakery
2024-01-26,6,2,2.0,Dry,None,Produce
2024-01-26,6,9,4.0,Dry,None,Produce
2024-01-26,8,3,4.0,Dry,None,Beverages
2024-01-26,9,3,3.0,Dry,None,Health & Wellness
2024-01-27,5,12,2.0,Dry,None,Dairy
2024-01-28,8,7,5.0,Dry,None,Dairy
2024-01-28,9,4,3.0,Dry,None,Health & Wellness
2024-01-28,9,5,5.0,Dry,None,Bakery
2024-01-28,9,17,4.0,Dry,None,Beverages
2024-01-29,3,18,4.0,Dry,None,Snacks & Candy
2024-01-30,4,3,5.0,Dry,None,Canned Goods
2024-01-31,1,5,5.0,Dry,None,Canned Goods
2024-01-31,3,3,1.0,Dry,None,Frozen Foods
2024-01-31,6,1,1.0,Dry,None,Household Items
2024-01-31,8,4,4.0,Dry,None,Health & Wellness
2024-01-31,9,5,3.0,Dry,None,Beverages
2024-02-01,1,12,2.0,Dry,None,Health & Wellness
2024-02-01,7,9,4.0,Dry,None,Personal Care
2024-02-02,9,3,4.0,Dry,None,Health & Wellness
2024-02-03,5,5,2.0,Dry,None,Health & Wellness
2024-02-03,9,6,5.0,Dry,None,Bakery
2024-02-04,3,5,1.0,Dry,None,Beverages
2024-02-04,8,8,3.0,Dry,None,Snacks & Candy
2024-02-05,1,10,2.0,Dry,None,Household Items
2024-02-05,4,3,3.0,Dry,None,Health & Wellness
2024-02-05,4,18,2.0,Dry,None,Meat & Seafood
2024-02-05,7,8,1.0,Dry,None,Household Items
2024-02-06,1,2,2.0,Dry,None,Household Items
2024-02-06,2,15,1.0,Dry,None,Household Items
2024-02-06,6,15,3.0,Dry,None,Beverages
2024-02-07,6,2,3.0,Dry,None,Canned Goods
2024-02-07,6,17,2.0,Dry,None,Household Items
2024-02-07,7,15,4.0,Dry,None,Canned Goods
2024-02-08,1,7,2.0,Dry,None,Personal Care
2024-02-08,2,5,4.0,Dry,None,Frozen Foods
2024-02-08,5,10,2.0,Dry,None,Beverages
2024-02-08,7,7,1.0,Dry,None,Bakery
2024-02-08,7,15,3.0,Dry,None,Produce
2024-02-08,9,17,5.0,Dry,None,Canned Goods
2024-02-09,4,10,1.0,Dry,None,Health & Wellness
2024-02-09,7,4,3.0,Dry,None,Dairy
2024-02-09,9,14,1.0,Dry,None,Snacks & Candy
2024-02-10,1,9,1.0,Dry,None,Household Items
2024-02-10,1,11,2.0,Dry,None,Household Items
2024-02-10,2,10,1.0,Dry,None,Household Items
2024-02-11,3,9,2.0,Dry,None,Bakery
2024-02-11,6,3,1.0,Dry,None,Dairy
2024-02-11,7,11,5.0,Dry,None,Canned Goods
2024-02-11,8,9,1.0,Dry,None,Dairy
2024-02-12,3,8,5.0,Dry,None,Dairy
2024-02-12,4,4,4.0,Dry,None,Personal Care
2024-02-12,5,4,4.0,Dry,None,Beverages
2024-02-12,7,11,4.0,Dry,None,Canned Goods
2024-02-13,2,2,1.0,Dry,None,Dairy
2024-02-13,2,10,4.0,Dry,None,Health & Wellness
2024-02-14,2,13,5.0,Dry,None,Beverages
2024-02-15,3,2,4.0,Dry,None,Household Items
2024-02-15,4,1,2.0,Dry,None,Produce
2024-02-15,5,12,5.0,Dry,None,Frozen Foods
2024-02-15,6,12,5.0,Dry,None,Beverages
2024-02-15,7,18,1.0,Dry,None,Canned Goods
2024-02-15,8,6,2.0,Dry,None,Meat & Seafood
2024-02-15,9,3,1.0,Dry,None,Canned Goods
2024-02-15,9,8,4.0,Dry,None,Personal Care
2024-02-16,1,5,2.0,Dry,None,Produce
2024-02-16,7,12,5.0,Dry,None,Household Items
